Filename,Filename2,Date,Time.x,Place,Species.x,Comment,Time.y,Flag,Multiple,Species.y,Confidence_level,filter,accuracy,check,Gabi,Jaap,Groundtruth,comments,human_exclude
_1100314.JPG,01.08.2020,8/1/2020,0:26:15,Comthurey,Myotis myotis_Myotis blythii,, 00:26:15,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100317.JPG,01.08.2020,8/1/2020,1:47:01,Comthurey,Myotis myotis_Myotis blythii,, 01:47:01,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100322.JPG,01.08.2020,8/1/2020,21:07:03,Comthurey,Myotis myotis_Myotis blythii,, 21:07:03,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100328.JPG,01.08.2020,8/1/2020,23:26:59,Comthurey,Myotis myotis_Myotis blythii,, 23:26:59,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100355.JPG,03.08.2020,8/3/2020,21:45:06,Comthurey,Myotis myotis_Myotis blythii,, 21:45:06,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100358.JPG,03.08.2020,8/3/2020,22:12:48,Comthurey,Myotis myotis_Myotis blythii,, 22:12:48,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100360.JPG,03.08.2020,8/3/2020,22:34:22,Comthurey,Myotis daubentonii,, 22:34:22,       , empty   ,Empty,100,keep,0,NA,,,Myotis daubentonii,,NA
_1100421.JPG,06.08.2020,8/6/2020,1:38:16,Comthurey,Myotis myotis_Myotis blythii,, 01:38:16,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100425.JPG,06.08.2020,8/6/2020,2:55:11,Comthurey,Myotis myotis_Myotis blythii,, 02:55:11,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100426.JPG,06.08.2020,8/6/2020,3:12:16,Comthurey,Myotis myotis_Myotis blythii,, 03:12:16,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100434.JPG,06.08.2020,8/6/2020,23:31:45,Comthurey,Myotis myotis_Myotis blythii,, 23:31:45,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100437.JPG,06.08.2020,8/6/2020,23:46:26,Comthurey,Myotis myotis_Myotis blythii,, 23:46:26,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100442.JPG,07.08.2020,8/7/2020,0:09:13,Comthurey,Myotis daubentonii,, 00:09:13,       , empty   ,Empty,100,keep,0,NA,,,Myotis daubentonii,,NA
_1100460.JPG,07.08.2020,8/7/2020,3:09:25,Comthurey,Myotis myotis_Myotis blythii,, 03:09:25,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100463.JPG,07.08.2020,8/7/2020,21:39:55,Comthurey,Myotis myotis_Myotis blythii,, 21:39:55,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100471.JPG,07.08.2020,8/7/2020,22:28:46,Comthurey,Myotis myotis_Myotis blythii,, 22:28:46,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100489.JPG,08.08.2020,8/8/2020,1:12:28,Comthurey,Myotis myotis_Myotis blythii,, 01:12:28,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100502.JPG,08.08.2020,8/8/2020,2:40:39,Comthurey,Myotis myotis_Myotis blythii,, 02:40:39,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100503.JPG,08.08.2020,8/8/2020,3:05:33,Comthurey,Myotis myotis_Myotis blythii,, 03:05:33,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100513.JPG,08.08.2020,8/8/2020,22:05:17,Comthurey,Myotis myotis_Myotis blythii,, 22:05:17,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100517.JPG,08.08.2020,8/8/2020,22:48:34,Comthurey,Myotis myotis_Myotis blythii,, 22:48:34,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100560.JPG,10.08.2020,8/10/2020,0:32:03,Comthurey,Myotis myotis_Myotis blythii,, 00:32:03,       , empty   ,Empty,100,keep,0,NA,,,Myotis myotis_Myotis blythii,,NA
_1100572.JPG,10.08.2020,8/10/2020,1:25:27,Comthurey,Myotis daubentonii,, 01:25:27,       , empty   ,Empty,100,keep,0,NA,,,Myotis daubentonii,,NA
_1100589.JPG,10.08.2020,8/10/2020,2:50:21,Comthurey,Myotis daubentonii,, 02:50:21,       , empty   ,Empty,100,keep,0,NA,,,Myotis daubentonii,,NA
_1100603.JPG,10.08.2020,8/10/2020,3:30:31,Comthurey,Myotis daubentonii,sitting, 03:30:31,       , empty   ,Empty,100,keep,0,NA,,,Myotis daubentonii,,NA
