Filename,Filename2,Date,Time,Place,Individum,Beutegroesse,Comment
P1550201.JPG,,7/8/2021,18:56:31,Batzbach,Testbild,,
P1550202.JPG,,7/8/2021,18:56:32,Batzbach,Testbild,,
P1550203.JPG,,7/8/2021,18:56:33,Batzbach,Testbild,,
P1550204.JPG,,7/17/2021,22:45:01,Batzbach,Langohrfledermaus,,
P1550205.JPG,,7/17/2021,23:35:59,Batzbach,Bechsteinfledermaus,,
P1550206.JPG,,7/18/2021,0:36:12,Batzbach,Wasserfledermaus,,
P1550207.JPG,,7/18/2021,0:36:31,Batzbach,Wasserfledermaus,,
P1550208.JPG,,7/18/2021,0:36:57,Batzbach,Wasserfledermaus,,
P1550209.JPG,,7/18/2021,0:37:37,Batzbach,Wasserfledermaus,,
P1550210.JPG,,7/18/2021,2:29:19,Batzbach,Wasserfledermaus,,
P1550211.JPG,,7/18/2021,2:29:25,Batzbach,Wasserfledermaus,,
P1550212.JPG,,7/20/2021,23:49:04,Batzbach,Wasserfledermaus,,
P1550213.JPG,,7/21/2021,0:29:10,Batzbach,Wasserfledermaus,,
P1550214.JPG,,7/21/2021,1:31:40,Batzbach,fledermausfrei,,
P1550215.JPG,,7/21/2021,1:31:47,Batzbach,Wasserfledermaus,,
P1550216.JPG,,7/21/2021,1:58:04,Batzbach,Wasserfledermaus,,
P1550217.JPG,,7/21/2021,2:23:50,Batzbach,Wasserfledermaus,,
P1550218.JPG,,7/21/2021,2:48:56,Batzbach,Wasserfledermaus,,
P1550219.JPG,,7/21/2021,4:06:32,Batzbach,fledermausfrei,,
P1550220.JPG,,7/21/2021,4:06:46,Batzbach,Wasserfledermaus,,
P1550221.JPG,,7/21/2021,19:24:18,Batzbach,fledermausfrei,,
P1550222.JPG,,7/21/2021,20:21:25,Batzbach,fledermausfrei,,
P1550223.JPG,,7/21/2021,20:21:31,Batzbach,Wasserfledermaus,,
P1550224.JPG,,7/21/2021,21:01:59,Batzbach,fledermausfrei,,
P1550225.JPG,,7/21/2021,21:18:03,Batzbach,Wasserfledermaus,,
P1550226.JPG,,7/21/2021,21:18:08,Batzbach,Wasserfledermaus,,
P1550227.JPG,,7/21/2021,21:26:33,Batzbach,Wasserfledermaus,,
P1550228.JPG,,7/21/2021,21:26:42,Batzbach,Wasserfledermaus,,
P1550229.JPG,,7/22/2021,23:54:38,Batzbach,Bechsteinfledermaus,,
P1550230.JPG,,7/23/2021,23:13:49,Batzbach,Bartfledermaus,,
P1550231.JPG,,7/23/2021,23:15:08,Batzbach,Bartfledermaus,,
P1550232.JPG,,7/23/2021,23:29:07,Batzbach,Bechsteinfledermaus,,
P1550233.JPG,,7/23/2021,23:36:24,Batzbach,Bechsteinfledermaus,,
P1550234.JPG,,7/23/2021,23:47:39,Batzbach,Bechsteinfledermaus,,
P1550235.JPG,,7/23/2021,23:53:39,Batzbach,Wasserfledermaus,,
P1550236.JPG,,7/23/2021,23:53:42,Batzbach,Bartfledermaus,,
P1550237.JPG,,7/24/2021,0:31:44,Batzbach,fledermausfrei,,
P1550238.JPG,,7/24/2021,1:18:51,Batzbach,Wasserfledermaus,,
P1550239.JPG,,7/24/2021,1:42:49,Batzbach,Wasserfledermaus,,
P1550240.JPG,,7/24/2021,1:42:57,Batzbach,Wasserfledermaus,,
P1550241.JPG,,7/24/2021,22:07:10,Batzbach,Bartfledermaus,,
P1550242.JPG,,7/24/2021,22:07:18,Batzbach,Bartfledermaus,,
P1550243.JPG,,7/25/2021,0:49:20,Batzbach,Wasserfledermaus,,vast aus dem Bild geflogen
P1550244.JPG,,7/25/2021,23:45:53,Batzbach,Bechsteinfledermaus,,
P1550245.JPG,,7/25/2021,23:49:24,Batzbach,Bechsteinfledermaus,,
