Filename,Filename2,Date,Time,Place,Individum,Beutegroesse,Comment
P1140001.JPG,,03/22/2017,2:03:36,Silberberg,Mopsfledermaus,,
P1140002.JPG,,03/22/2017,2:03:46,Silberberg,Mopsfledermaus,,
P1140003.JPG,,03/22/2017,2:04:57,Silberberg,Mopsfledermaus,,
P1140004.JPG,,03/22/2017,2:04:58,Silberberg,Mopsfledermaus,,
P1140005.JPG,,03/22/2017,2:05:03,Silberberg,Langohrfledermaus,,
P1140006.JPG,,03/22/2017,2:05:37,Silberberg,Mopsfledermaus,,
P1140007.JPG,,03/22/2017,2:07:14,Silberberg,Mopsfledermaus,,
P1140008.JPG,,03/22/2017,2:07:17,Silberberg,Mopsfledermaus,,
P1140009.JPG,,03/22/2017,2:08:11,Silberberg,Mopsfledermaus,,
P1140010.JPG,,03/22/2017,2:08:37,Silberberg,Mopsfledermaus,,
P1140011.JPG,,03/22/2017,2:08:59,Silberberg,Mopsfledermaus,,
P1140012.JPG,,03/22/2017,2:09:25,Silberberg,Mopsfledermaus,,
P1140013.JPG,,03/22/2017,2:10:20,Silberberg,Mopsfledermaus,,
P1140014.JPG,,03/22/2017,2:14:17,Silberberg,Langohrfledermaus,,
P1140015.JPG,,03/22/2017,2:17:00,Silberberg,Langohrfledermaus,,
P1140016.JPG,,03/22/2017,2:24:38,Silberberg,Langohrfledermaus,,
P1140017.JPG,,03/22/2017,2:28:45,Silberberg,Mopsfledermaus,,
P1140018.JPG,,03/22/2017,2:33:27,Silberberg,Mopsfledermaus,,
P1140019.JPG,,03/22/2017,2:34:00,Silberberg,Mopsfledermaus,,
P1140020.JPG,,03/22/2017,2:34:01,Silberberg,Mopsfledermaus,,
P1140021.JPG,,03/22/2017,2:47:39,Silberberg,Mopsfledermaus,,
P1140022.JPG,,03/22/2017,2:47:55,Silberberg,Langohrfledermaus,,
P1140023.JPG,,03/22/2017,2:56:32,Silberberg,Mopsfledermaus,,
P1140024.JPG,,03/22/2017,2:56:50,Silberberg,Mopsfledermaus,,
P1140025.JPG,,03/22/2017,3:00:02,Silberberg,Mopsfledermaus,,
P1140026.JPG,,03/22/2017,3:03:56,Silberberg,Mopsfledermaus,,
P1140027.JPG,,03/22/2017,3:04:12,Silberberg,Mopsfledermaus,,
P1140028.JPG,,03/22/2017,3:06:04,Silberberg,Mopsfledermaus,,
P1140029.JPG,,03/22/2017,3:10:08,Silberberg,Mopsfledermaus,,
