Filename,Filename2,Date,Time,Place,Species,Comment,TimeofYear,pseudodate,pseudoday
_1100314.JPG,01.08.2020,2020-08-01,00:26:15,Comthurey,Mmyo,,0,2020-07-31,-1
_1100315.JPG,01.08.2020,2020-08-01,00:42:20,Comthurey,Mdau,,0,2020-07-31,-1
_1100316.JPG,01.08.2020,2020-08-01,01:07:30,Comthurey,Mdau,,0,2020-07-31,-1
_1100317.JPG,01.08.2020,2020-08-01,01:47:01,Comthurey,Mmyo,,0,2020-07-31,-1
_1100318.JPG,01.08.2020,2020-08-01,02:18:56,Comthurey,Mdau,,0,2020-07-31,-1
_1100319.JPG,01.08.2020,2020-08-01,02:46:57,Comthurey,Mdau,,0,2020-07-31,-1
_1100320.JPG,01.08.2020,2020-08-01,02:54:11,Comthurey,Mmyo,,0,2020-07-31,-1
_1100321.JPG,01.08.2020,2020-08-01,03:23:45,Comthurey,Mdau,,0,2020-07-31,-1
_1100322.JPG,01.08.2020,2020-08-01,21:07:03,Comthurey,Mmyo,,0,2020-08-01,0
_1100323.JPG,01.08.2020,2020-08-01,21:31:13,Comthurey,Mmyo,,0,2020-08-01,0
_1100324.JPG,01.08.2020,2020-08-01,21:40:15,Comthurey,Mdau,,0,2020-08-01,0
_1100325.JPG,01.08.2020,2020-08-01,21:56:45,Comthurey,Mmyo,,0,2020-08-01,0
_1100326.JPG,01.08.2020,2020-08-01,22:25:51,Comthurey,Mdau,,0,2020-08-01,0
_1100327.JPG,01.08.2020,2020-08-01,22:56:20,Comthurey,Mdau,,0,2020-08-01,0
_1100328.JPG,01.08.2020,2020-08-01,23:26:59,Comthurey,Mmyo,,0,2020-08-01,0
_1100329.JPG,02.08.2020,2020-08-02,00:30:12,Comthurey,Mdau,,1,2020-08-01,0
_1100330.JPG,02.08.2020,2020-08-02,01:22:22,Comthurey,Mmyo,,1,2020-08-01,0
_1100331.JPG,02.08.2020,2020-08-02,02:09:53,Comthurey,Mdau,,1,2020-08-01,0
_1100332.JPG,02.08.2020,2020-08-02,02:47:14,Comthurey,Mmyo,,1,2020-08-01,0
_1100333.JPG,02.08.2020,2020-08-02,03:00:54,Comthurey,Mdau,,1,2020-08-01,0
_1100334.JPG,02.08.2020,2020-08-02,21:44:46,Comthurey,Mmyo,,1,2020-08-02,1
_1100335.JPG,02.08.2020,2020-08-02,21:53:47,Comthurey,Mmyo,,1,2020-08-02,1
_1100336.JPG,02.08.2020,2020-08-02,22:11:17,Comthurey,Mmyo,,1,2020-08-02,1
_1100337.JPG,02.08.2020,2020-08-02,22:23:26,Comthurey,Mmyo,,1,2020-08-02,1
_1100338.JPG,02.08.2020,2020-08-02,22:30:23,Comthurey,Mdau,,1,2020-08-02,1
_1100339.JPG,02.08.2020,2020-08-02,22:41:08,Comthurey,Mdau,,1,2020-08-02,1
_1100340.JPG,02.08.2020,2020-08-02,22:56:26,Comthurey,Mmyo,,1,2020-08-02,1
_1100341.JPG,02.08.2020,2020-08-02,23:30:11,Comthurey,Mdau,,1,2020-08-02,1
_1100342.JPG,02.08.2020,2020-08-02,23:34:30,Comthurey,Mmyo,,1,2020-08-02,1
_1100343.JPG,02.08.2020,2020-08-02,23:42:00,Comthurey,Mmyo,,1,2020-08-02,1
_1100344.JPG,02.08.2020,2020-08-02,23:54:51,Comthurey,Mmyo,,1,2020-08-02,1
_1100345.JPG,03.08.2020,2020-08-03,00:16:44,Comthurey,Mmyo,,2,2020-08-02,1
_1100346.JPG,03.08.2020,2020-08-03,00:54:05,Comthurey,Mmyo,,2,2020-08-02,1
_1100347.JPG,03.08.2020,2020-08-03,00:58:20,Comthurey,Mdau,,2,2020-08-02,1
_1100348.JPG,03.08.2020,2020-08-03,01:02:18,Comthurey,Mmyo,,2,2020-08-02,1
_1100349.JPG,03.08.2020,2020-08-03,01:15:14,Comthurey,Mmyo,,2,2020-08-02,1
_1100350.JPG,03.08.2020,2020-08-03,01:36:09,Comthurey,Mmyo,,2,2020-08-02,1
_1100351.JPG,03.08.2020,2020-08-03,02:48:31,Comthurey,Mmyo,,2,2020-08-02,1
_1100352.JPG,03.08.2020,2020-08-03,02:58:53,Comthurey,Mmyo,,2,2020-08-02,1
_1100353.JPG,03.08.2020,2020-08-03,21:16:21,Comthurey,Mdau,multiple bats,2,2020-08-03,2
_1100354.JPG,03.08.2020,2020-08-03,21:42:01,Comthurey,Mmyo,,2,2020-08-03,2
_1100355.JPG,03.08.2020,2020-08-03,21:45:06,Comthurey,Mmyo,,2,2020-08-03,2
_1100356.JPG,03.08.2020,2020-08-03,22:05:05,Comthurey,Mmyo,,2,2020-08-03,2
_1100357.JPG,03.08.2020,2020-08-03,22:11:31,Comthurey,Mmyo,,2,2020-08-03,2
_1100358.JPG,03.08.2020,2020-08-03,22:12:48,Comthurey,Mmyo,,2,2020-08-03,2
_1100359.JPG,03.08.2020,2020-08-03,22:14:24,Comthurey,Mmyo,,2,2020-08-03,2
_1100360.JPG,03.08.2020,2020-08-03,22:34:22,Comthurey,Mdau,,2,2020-08-03,2
_1100361.JPG,03.08.2020,2020-08-03,22:40:39,Comthurey,Mmyo,,2,2020-08-03,2
_1100362.JPG,03.08.2020,2020-08-03,22:55:40,Comthurey,Mmyo,,2,2020-08-03,2
_1100363.JPG,03.08.2020,2020-08-03,23:08:38,Comthurey,Mdau,,2,2020-08-03,2
_1100364.JPG,03.08.2020,2020-08-03,23:17:49,Comthurey,Mdau,,2,2020-08-03,2
_1100365.JPG,03.08.2020,2020-08-03,23:30:20,Comthurey,Mdau,,2,2020-08-03,2
_1100366.JPG,04.08.2020,2020-08-04,00:12:17,Comthurey,Mdau,,3,2020-08-03,2
_1100367.JPG,04.08.2020,2020-08-04,00:12:56,Comthurey,Mmyo,,3,2020-08-03,2
_1100368.JPG,04.08.2020,2020-08-04,00:21:38,Comthurey,Mmyo,,3,2020-08-03,2
_1100369.JPG,04.08.2020,2020-08-04,00:28:14,Comthurey,Mmyo,,3,2020-08-03,2
_1100370.JPG,04.08.2020,2020-08-04,00:40:16,Comthurey,Mmyo,,3,2020-08-03,2
_1100371.JPG,04.08.2020,2020-08-04,00:56:05,Comthurey,Mdau,,3,2020-08-03,2
_1100372.JPG,04.08.2020,2020-08-04,01:06:54,Comthurey,Mdau,,3,2020-08-03,2
_1100373.JPG,04.08.2020,2020-08-04,03:03:37,Comthurey,Mdau,,3,2020-08-03,2
_1100374.JPG,04.08.2020,2020-08-04,03:11:24,Comthurey,Mdau,,3,2020-08-03,2
_1100375.JPG,04.08.2020,2020-08-04,21:32:48,Comthurey,Mmyo,,3,2020-08-04,3
_1100376.JPG,04.08.2020,2020-08-04,21:38:55,Comthurey,Mmyo,,3,2020-08-04,3
_1100377.JPG,04.08.2020,2020-08-04,21:42:15,Comthurey,Mmyo,,3,2020-08-04,3
_1100378.JPG,04.08.2020,2020-08-04,21:49:34,Comthurey,Mdau,,3,2020-08-04,3
_1100379.JPG,04.08.2020,2020-08-04,21:49:34,Comthurey,Mdau,,3,2020-08-04,3
_1100380.JPG,04.08.2020,2020-08-04,21:55:01,Comthurey,Mmyo,,3,2020-08-04,3
_1100381.JPG,04.08.2020,2020-08-04,22:23:37,Comthurey,Mmyo,,3,2020-08-04,3
_1100382.JPG,04.08.2020,2020-08-04,22:41:14,Comthurey,Mdau,,3,2020-08-04,3
_1100383.JPG,04.08.2020,2020-08-04,23:02:52,Comthurey,Mdau,,3,2020-08-04,3
_1100384.JPG,04.08.2020,2020-08-04,23:45:20,Comthurey,Mdau,,3,2020-08-04,3
_1100385.JPG,05.08.2020,2020-08-05,00:21:05,Comthurey,Mdau,,4,2020-08-04,3
_1100386.JPG,05.08.2020,2020-08-05,00:28:16,Comthurey,Mmyo,,4,2020-08-04,3
_1100387.JPG,05.08.2020,2020-08-05,00:45:03,Comthurey,Mmyo,,4,2020-08-04,3
_1100388.JPG,05.08.2020,2020-08-05,00:45:10,Comthurey,Mmyo,,4,2020-08-04,3
_1100389.JPG,05.08.2020,2020-08-05,01:06:43,Comthurey,Mmyo,,4,2020-08-04,3
