Filename,Filename2,Date,Time,Place,Individum,Beutegroesse,Comment
P1010001.JPG,11.05.2016,25.05.2016,20:44:29,Grube Emma,Fransenfledermaus,,
P1010002.JPG,11.05.2016,25.05.2016,20:46:29,Grube Emma,Fransenfledermaus,,
P1010003.JPG,11.05.2016,25.05.2016,20:49:14,Grube Emma,Fransenfledermaus,,
P1010004.JPG,11.05.2016,25.05.2016,20:50:24,Grube Emma,Fransenfledermaus,,
P1010005.JPG,11.05.2016,11.05.2016,21:51:08,Grube Emma,Fransenfledermaus,,
P1010006.JPG,25.05.2016,25.05.2016,20:54:36,Grube Emma,Wasserfledermaus,,
P1010007.JPG,25.05.2016,25.05.2016,20:55:26,Grube Emma,Fransenfledermaus,,
P1010008.JPG,25.05.2016,25.05.2016,20:57:08,Grube Emma,Fransenfledermaus,,
P1010009.JPG,25.05.2016,25.05.2016,21:00:29,Grube Emma,Fransenfledermaus,,
P1010010.JPG,25.05.2016,25.05.2016,21:01:31,Grube Emma,Fransenfledermaus,,
P1010011.JPG,25.05.2016,25.05.2016,21:01:36,Grube Emma,Fransenfledermaus,,
P1010012.JPG,25.05.2016,25.05.2016,21:08:29,Grube Emma,Wasserfledermaus,,
P1010013.JPG,25.05.2016,25.05.2016,21:08:34,Grube Emma,Wasserfledermaus,,
P1010014.JPG,25.05.2016,25.05.2016,21:09:20,Grube Emma,Wasserfledermaus,,
P1010015.JPG,25.05.2016,25.05.2016,21:10:06,Grube Emma,Wasserfledermaus,,
P1010016.JPG,25.05.2016,25.05.2016,21:10:25,Grube Emma,Fransenfledermaus,,
P1010017.JPG,25.05.2016,25.05.2016,21:10:27,Grube Emma,Wasserfledermaus,,
P1010018.JPG,25.05.2016,25.05.2016,21:10:30,Grube Emma,Fransenfledermaus,,
P1010019.JPG,25.05.2016,25.05.2016,21:10:34,Grube Emma,Fransenfledermaus,,
P1010020.JPG,25.05.2016,25.05.2016,21:14:54,Grube Emma,Fransenfledermaus,,
P1010021.JPG,25.05.2016,25.05.2016,21:18:59,Grube Emma,Fransenfledermaus,,
P1010022.JPG,25.05.2016,25.05.2016,21:20:29,Grube Emma,Fehlauslösung,,
P1010023.JPG,25.05.2016,25.05.2016,21:20:37,Grube Emma,Fransenfledermaus,,
P1010024.JPG,25.05.2016,25.05.2016,21:21:59,Grube Emma,Wasserfledermaus,,
P1010025.JPG,25.05.2016,25.05.2016,21:23:14,Grube Emma,Fransenfledermaus,,
P1010026.JPG,25.05.2016,25.05.2016,21:25:57,Grube Emma,Fransenfledermaus,,
P1010027.JPG,25.05.2016,25.05.2016,21:30:30,Grube Emma,Fransenfledermaus,,
P1010028.JPG,25.05.2016,25.05.2016,21:32:02,Grube Emma,Fransenfledermaus,,
P1010029.JPG,25.05.2016,25.05.2016,21:37:34,Grube Emma,Fransenfledermaus,,
P1010030.JPG,25.05.2016,25.05.2016,21:40:20,Grube Emma,Fransenfledermaus,,
P1010031.JPG,25.05.2016,25.05.2016,21:42:49,Grube Emma,Fransenfledermaus,,
P1010032.JPG,25.05.2016,25.05.2016,21:42:55,Grube Emma,Fransenfledermaus,,
P1010033.JPG,25.05.2016,25.05.2016,21:42:59,Grube Emma,Fransenfledermaus,,
P1010034.JPG,25.05.2016,25.05.2016,21:44:53,Grube Emma,Fransenfledermaus,,
P1010035.JPG,25.05.2016,25.05.2016,21:44:57,Grube Emma,Fransenfledermaus,,
P1010036.JPG,25.05.2016,25.05.2016,21:47:45,Grube Emma,Wasserfledermaus,,
P1010037.JPG,25.05.2016,25.05.2016,21:48:24,Grube Emma,Fransenfledermaus,,
P1010038.JPG,25.05.2016,25.05.2016,21:49:33,Grube Emma,Fransenfledermaus,,
P1010039.JPG,25.05.2016,25.05.2016,21:49:57,Grube Emma,Wasserfledermaus,,
P1010040.JPG,25.05.2016,25.05.2016,21:50:01,Grube Emma,Wasserfledermaus,,
P1010041.JPG,25.05.2016,25.05.2016,21:52:56,Grube Emma,Fransenfledermaus,,
P1010042.JPG,25.05.2016,25.05.2016,21:52:59,Grube Emma,Fransenfledermaus,,
P1010043.JPG,25.05.2016,25.05.2016,21:55:19,Grube Emma,Fransenfledermaus,,
P1010044.JPG,25.05.2016,25.05.2016,21:55:46,Grube Emma,Fransenfledermaus,,
P1010045.JPG,25.05.2016,25.05.2016,21:56:43,Grube Emma,Fransenfledermaus,,
P1010046.JPG,25.05.2016,25.05.2016,22:00:06,Grube Emma,Wasserfledermaus,,
P1010047.JPG,25.05.2016,25.05.2016,22:01:25,Grube Emma,Fransenfledermaus,,
P1010048.JPG,25.05.2016,25.05.2016,22:01:34,Grube Emma,Fransenfledermaus,,
P1010049.JPG,25.05.2016,25.05.2016,22:04:28,Grube Emma,Fransenfledermaus,,
P1010050.JPG,25.05.2016,25.05.2016,22:05:55,Grube Emma,Fransenfledermaus,,
P1010051.JPG,25.05.2016,25.05.2016,22:06:17,Grube Emma,Fransenfledermaus,,
P1010052.JPG,25.05.2016,25.05.2016,22:06:18,Grube Emma,Wasserfledermaus,,
P1010053.JPG,25.05.2016,25.05.2016,22:09:49,Grube Emma,Fransenfledermaus,,
P1010054.JPG,25.05.2016,25.05.2016,22:13:22,Grube Emma,Fransenfledermaus,,
P1010055.JPG,25.05.2016,25.05.2016,22:16:37,Grube Emma,Fransenfledermaus,,
P1010056.JPG,25.05.2016,25.05.2016,22:17:53,Grube Emma,Wasserfledermaus,,
P1010057.JPG,25.05.2016,25.05.2016,22:17:58,Grube Emma,Wasserfledermaus,,
P1010058.JPG,25.05.2016,25.05.2016,22:20:17,Grube Emma,Fransenfledermaus,,
P1010059.JPG,25.05.2016,25.05.2016,22:31:31,Grube Emma,Fransenfledermaus,,
P1010060.JPG,25.05.2016,25.05.2016,22:36:13,Grube Emma,Fransenfledermaus,,
P1010061.JPG,25.05.2016,25.05.2016,22:36:47,Grube Emma,Fransenfledermaus,,
P1010062.JPG,25.05.2016,25.05.2016,22:36:52,Grube Emma,Fransenfledermaus,,
P1010063.JPG,25.05.2016,25.05.2016,22:40:22,Grube Emma,Fransenfledermaus,,
P1010064.JPG,25.05.2016,25.05.2016,22:40:31,Grube Emma,Wasserfledermaus,,
P1010065.JPG,25.05.2016,25.05.2016,22:40:42,Grube Emma,Wasserfledermaus,,
P1010066.JPG,25.05.2016,25.05.2016,22:43:01,Grube Emma,Fransenfledermaus,,
P1010067.JPG,25.05.2016,25.05.2016,22:43:08,Grube Emma,Fransenfledermaus,,
P1010068.JPG,25.05.2016,25.05.2016,22:43:10,Grube Emma,Fransenfledermaus,,
P1010069.JPG,25.05.2016,25.05.2016,22:43:20,Grube Emma,Fransenfledermaus,,
P1010070.JPG,25.05.2016,25.05.2016,22:44:19,Grube Emma,Fransenfledermaus,,
P1010071.JPG,25.05.2016,25.05.2016,22:45:30,Grube Emma,Fransenfledermaus,,
P1010072.JPG,25.05.2016,25.05.2016,22:47:25,Grube Emma,Fransenfledermaus,,
P1010073.JPG,25.05.2016,25.05.2016,23:02:12,Grube Emma,Fransenfledermaus,,
P1010074.JPG,25.05.2016,25.05.2016,23:06:48,Grube Emma,Fransenfledermaus,,
P1010075.JPG,25.05.2016,25.05.2016,23:07:34,Grube Emma,Wasserfledermaus,,
P1010076.JPG,25.05.2016,25.05.2016,23:12:04,Grube Emma,Wasserfledermaus,,
P1010077.JPG,25.05.2016,25.05.2016,23:12:32,Grube Emma,Wasserfledermaus,,
P1010078.JPG,25.05.2016,25.05.2016,23:16:49,Grube Emma,Wasserfledermaus,,
P1010079.JPG,25.05.2016,25.05.2016,23:20:10,Grube Emma,Fransenfledermaus,,
P1010080.JPG,25.05.2016,25.05.2016,23:22:35,Grube Emma,Fransenfledermaus,,
P1010081.JPG,25.05.2016,25.05.2016,23:24:25,Grube Emma,Fransenfledermaus,,
P1010082.JPG,25.05.2016,25.05.2016,23:24:47,Grube Emma,Fransenfledermaus,,
P1010083.JPG,25.05.2016,25.05.2016,23:27:51,Grube Emma,Fransenfledermaus,,
P1010084.JPG,25.05.2016,25.05.2016,23:39:05,Grube Emma,Fransenfledermaus,,
P1010085.JPG,25.05.2016,25.05.2016,23:42:41,Grube Emma,Wasserfledermaus,,
P1010086.JPG,25.05.2016,25.05.2016,23:42:46,Grube Emma,Wasserfledermaus,,
P1010087.JPG,25.05.2016,25.05.2016,23:42:58,Grube Emma,Wasserfledermaus,,
P1010088.JPG,25.05.2016,25.05.2016,23:45:41,Grube Emma,Fransenfledermaus,,
P1010089.JPG,25.05.2016,25.05.2016,23:46:22,Grube Emma,Fransenfledermaus,,
P1010090.JPG,25.05.2016,25.05.2016,23:49:48,Grube Emma,Fransenfledermaus,,
P1010091.JPG,25.05.2016,25.05.2016,23:50:41,Grube Emma,Wasserfledermaus,,
P1010092.JPG,25.05.2016,25.05.2016,23:55:23,Grube Emma,Fransenfledermaus,,
P1010093.JPG,25.05.2016,25.05.2016,23:59:36,Grube Emma,Fransenfledermaus,,
P1010094.JPG,26.05.2016,26.05.2016,0:01:10,Grube Emma,Fransenfledermaus,,
P1010095.JPG,26.05.2016,26.05.2016,0:02:07,Grube Emma,Fransenfledermaus,,
P1010096.JPG,26.05.2016,26.05.2016,0:02:20,Grube Emma,Fransenfledermaus,,
P1010097.JPG,26.05.2016,26.05.2016,0:04:20,Grube Emma,Fransenfledermaus,,
P1010098.JPG,26.05.2016,26.05.2016,0:07:30,Grube Emma,Wasserfledermaus,,
P1010099.JPG,26.05.2016,26.05.2016,0:19:56,Grube Emma,Fransenfledermaus,,
P1010100.JPG,26.05.2016,26.05.2016,0:21:04,Grube Emma,Fransenfledermaus,,
P1010101.JPG,26.05.2016,26.05.2016,0:21:13,Grube Emma,Fransenfledermaus,,
P1010102.JPG,26.05.2016,26.05.2016,0:21:17,Grube Emma,Fransenfledermaus,,
P1010103.JPG,26.05.2016,26.05.2016,0:21:20,Grube Emma,Fransenfledermaus,,
P1010104.JPG,26.05.2016,26.05.2016,0:21:24,Grube Emma,Fransenfledermaus,,
P1010105.JPG,26.05.2016,26.05.2016,0:21:27,Grube Emma,Fransenfledermaus,,
P1010106.JPG,26.05.2016,26.05.2016,0:21:32,Grube Emma,Fransenfledermaus,,
P1010107.JPG,26.05.2016,26.05.2016,0:21:47,Grube Emma,Fransenfledermaus,,
P1010108.JPG,26.05.2016,26.05.2016,0:24:33,Grube Emma,Wasserfledermaus,,
P1010109.JPG,26.05.2016,26.05.2016,0:24:38,Grube Emma,Wasserfledermaus,,
P1010110.JPG,26.05.2016,26.05.2016,0:24:43,Grube Emma,Fransenfledermaus,,
P1010111.JPG,26.05.2016,26.05.2016,0:24:49,Grube Emma,Wasserfledermaus,,
P1010112.JPG,26.05.2016,26.05.2016,0:24:54,Grube Emma,Wasserfledermaus,,
P1010113.JPG,26.05.2016,26.05.2016,0:25:00,Grube Emma,Wasserfledermaus,,
P1010114.JPG,26.05.2016,26.05.2016,0:25:05,Grube Emma,Wasserfledermaus,,
P1010115.JPG,26.05.2016,26.05.2016,0:25:12,Grube Emma,Wasserfledermaus,,
P1010116.JPG,26.05.2016,26.05.2016,0:25:32,Grube Emma,Wasserfledermaus,,
P1010117.JPG,26.05.2016,26.05.2016,0:25:46,Grube Emma,Wasserfledermaus,,
P1010118.JPG,26.05.2016,26.05.2016,0:26:46,Grube Emma,Wasserfledermaus,,
P1010119.JPG,26.05.2016,26.05.2016,0:33:32,Grube Emma,Fransenfledermaus,,
P1010120.JPG,26.05.2016,26.05.2016,0:33:39,Grube Emma,Fransenfledermaus,,
P1010121.JPG,26.05.2016,26.05.2016,0:38:13,Grube Emma,Wasserfledermaus,,
P1010122.JPG,26.05.2016,26.05.2016,0:39:08,Grube Emma,Fransenfledermaus,,
P1010123.JPG,26.05.2016,26.05.2016,0:39:34,Grube Emma,Fledermaus nicht bestimmbar,,
P1010124.JPG,26.05.2016,26.05.2016,0:43:34,Grube Emma,Bartfledermaus,,
P1010125.JPG,26.05.2016,26.05.2016,0:43:56,Grube Emma,Fransenfledermaus,,
P1010126.JPG,26.05.2016,26.05.2016,0:45:04,Grube Emma,Bartfledermaus,,
P1010127.JPG,26.05.2016,26.05.2016,0:45:26,Grube Emma,Bartfledermaus,,
P1010128.JPG,26.05.2016,26.05.2016,0:45:42,Grube Emma,Fransenfledermaus,,
P1010129.JPG,26.05.2016,26.05.2016,0:46:06,Grube Emma,Bartfledermaus,,
P1010130.JPG,26.05.2016,26.05.2016,0:46:26,Grube Emma,Bartfledermaus,,
P1010131.JPG,26.05.2016,26.05.2016,0:47:42,Grube Emma,Bartfledermaus,,
P1010132.JPG,26.05.2016,26.05.2016,0:49:00,Grube Emma,Bartfledermaus,,
P1010133.JPG,26.05.2016,26.05.2016,0:49:03,Grube Emma,Bartfledermaus,,
P1010134.JPG,26.05.2016,26.05.2016,0:49:17,Grube Emma,Bartfledermaus,,
P1010135.JPG,26.05.2016,26.05.2016,0:50:59,Grube Emma,Fransenfledermaus,,
P1010136.JPG,26.05.2016,26.05.2016,0:53:14,Grube Emma,Wasserfledermaus,,
P1010137.JPG,26.05.2016,26.05.2016,0:53:20,Grube Emma,Wasserfledermaus,,
P1010138.JPG,26.05.2016,26.05.2016,0:53:25,Grube Emma,Wasserfledermaus,,
P1010139.JPG,26.05.2016,26.05.2016,0:56:43,Grube Emma,Fransenfledermaus,,
P1010140.JPG,26.05.2016,26.05.2016,0:57:18,Grube Emma,Fransenfledermaus,,
P1010141.JPG,26.05.2016,26.05.2016,0:59:01,Grube Emma,Wasserfledermaus,,
P1010142.JPG,26.05.2016,26.05.2016,0:59:12,Grube Emma,Wasserfledermaus,,
P1010143.JPG,26.05.2016,26.05.2016,1:01:45,Grube Emma,Fransenfledermaus,,
P1010144.JPG,26.05.2016,26.05.2016,1:10:00,Grube Emma,Fransenfledermaus,,
P1010145.JPG,26.05.2016,26.05.2016,1:10:37,Grube Emma,Bartfledermaus,,
P1010146.JPG,26.05.2016,26.05.2016,1:10:53,Grube Emma,Bartfledermaus,,
P1010147.JPG,26.05.2016,26.05.2016,1:14:15,Grube Emma,Bartfledermaus,,
P1010148.JPG,26.05.2016,26.05.2016,1:17:22,Grube Emma,Fransenfledermaus,,
P1010149.JPG,26.05.2016,26.05.2016,1:19:25,Grube Emma,Fransenfledermaus,,
P1010150.JPG,26.05.2016,26.05.2016,1:20:18,Grube Emma,Fransenfledermaus,,
P1010151.JPG,26.05.2016,26.05.2016,1:20:33,Grube Emma,Fransenfledermaus,,
P1010152.JPG,26.05.2016,26.05.2016,1:20:37,Grube Emma,Fransenfledermaus,,
P1010153.JPG,26.05.2016,26.05.2016,1:21:53,Grube Emma,Fransenfledermaus,,
